 1  2  5
 2  9  5
 9  8  5
 8  1  5
 2  3  6
 3 10  6
10  9  6
 9  2  6
 3  4  7
 4 11  7
11 10  7
10  3  7
 8  9 12
 9 15 12
15 14 12
14  8 12
10 11 13
11 17 13
17 16 13
16 10 13
14 15 18
15 22 18
22 21 18
21 14 18
15 16 19
16 23 19
23 22 19
22 15 19
16 17 20
17 24 20
24 23 20
23 16 20
  
